number,value,datetime_start,datetime_complete,duration,params_class_weight,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_mean_best_iteration,state
61,0.8401371443219686,2025-09-12 16:04:23.514361,2025-09-12 16:06:49.516468,0 days 00:02:26.002107,balanced,0.625724168516593,0.0017560110683467731,16,90,0.12367461396331109,2175,88,0.0002049498701256658,1.964441438605917e-07,0.7447171494360487,,PRUNED
62,0.8277845424250192,2025-09-12 16:04:45.604081,2025-09-12 16:05:19.503567,0 days 00:00:33.899486,balanced,0.6104143845756819,0.0015583240892001913,14,86,1.5181053689787691,2226,90,0.016069392397940366,2.1952007319108973e-07,0.7383506404360011,,PRUNED
63,0.8328473468341451,2025-09-12 16:05:19.999689,2025-09-12 16:06:31.703677,0 days 00:01:11.703988,balanced,0.7267998932772028,0.002051312508531508,10,38,3.3059143315068127,2089,133,0.0012083354497395688,0.00019586223744430485,0.8080231141842633,,PRUNED
64,0.8404095103819533,2025-09-12 16:06:32.190907,2025-09-12 16:06:51.603109,0 days 00:00:19.412202,balanced,0.6286413783190445,0.0162177486309431,4,57,2.061315671636347,2235,105,0.00021902580018367913,1.3059788097204217e-08,0.7704795085604311,,PRUNED
65,0.8231222763394003,2025-09-12 16:06:50.099214,2025-09-12 16:07:12.797308,0 days 00:00:22.698094,balanced,0.7955285394806693,0.004231688321674697,4,58,0.8469202308517804,2883,115,3.158674164981254e-05,1.3215145111485719e-06,0.7672118600706469,,PRUNED
66,0.8811554729556523,2025-09-12 16:06:51.897410,2025-09-12 16:11:15.502866,0 days 00:04:23.605456,balanced,0.7967888788180272,0.0041305507355619865,-1,57,0.8846438457537443,2860,115,4.611102136749878e-05,1.4505717245510547e-06,0.9503347391260082,1491.4,COMPLETE
67,0.8821391950781852,2025-09-12 16:07:13.314718,2025-09-12 16:10:54.308043,0 days 00:03:40.993325,balanced,0.8210906640748353,0.005670058515034669,-1,68,0.6801439258386784,2483,134,9.360984782975947e-05,4.2688478766409114e-08,0.9510791603367766,1185.4,COMPLETE
68,0.884725070494745,2025-09-12 16:07:58.516079,2025-09-12 16:11:23.999253,0 days 00:03:25.483174,balanced,0.8188492575417785,0.007694389997620338,16,68,0.2456699569135195,2467,133,0.006769939971174429,4.0439819037196183e-08,0.8434954869852562,1080.8,COMPLETE
69,0.8844815431940528,2025-09-12 16:08:13.399131,2025-09-12 16:11:55.119775,0 days 00:03:41.720644,balanced,0.6724086166838898,0.0077114310490875165,16,68,0.21881741516700065,2469,134,0.24044250195271316,3.673521486522758e-08,0.8502768040782773,1084.0,COMPLETE
70,0.8849750064086133,2025-09-12 16:08:39.894413,2025-09-12 16:12:33.112602,0 days 00:03:53.218189,balanced,0.6419406898363377,0.006491601948250656,16,66,0.20395791333104546,2413,133,0.08026412113882636,5.6562704704528164e-08,0.7929134533969706,1219.0,COMPLETE
71,0.8850070494744937,2025-09-12 16:10:54.707431,2025-09-12 16:14:37.202052,0 days 00:03:42.494621,balanced,0.8942986029666932,0.007055651631765681,16,69,0.19178316161863262,2313,132,0.046415056873373335,2.686380508947221e-08,0.7937788545669487,1188.0,COMPLETE
72,0.8844495001281721,2025-09-12 16:11:16.096701,2025-09-12 16:14:42.408082,0 days 00:03:26.311381,balanced,0.868944260777563,0.006849525815300283,16,66,0.1794590385250971,2458,136,0.12924123563584464,2.7809213793099672e-08,0.7984089139978642,1189.2,COMPLETE
73,0.88219687259677,2025-09-12 16:11:24.510611,2025-09-12 16:14:55.505608,0 days 00:03:30.994997,balanced,0.8992427267705195,0.007106245782729349,16,78,0.2129400587418438,2464,135,0.17269135530816268,3.726363621407766e-08,0.797166803329578,1213.8,COMPLETE
74,0.8845872853114587,2025-09-12 16:11:55.815034,2025-09-12 16:15:07.500602,0 days 00:03:11.685568,balanced,0.9017070934920519,0.007459422516835121,16,65,0.22645941723961405,2465,137,0.19069509557391331,4.1195018945512186e-08,0.8505605580282148,1052.4,COMPLETE
75,0.8837413483722123,2025-09-12 16:12:33.612506,2025-09-12 16:16:19.298666,0 days 00:03:45.686160,balanced,0.6762091510763454,0.007336467230000355,16,80,0.2209830146408872,2319,135,0.09402665435139242,3.607925005662885e-08,0.8528046659731313,1322.0,COMPLETE
76,0.884600102537811,2025-09-12 16:14:37.811992,2025-09-12 16:18:11.010533,0 days 00:03:33.198541,balanced,0.8966983886503155,0.007530107719510119,16,67,0.2142617098757418,2436,159,0.20058564256712644,2.86510328021828e-08,0.8002557538788511,1079.8,COMPLETE
77,0.8842219943604203,2025-09-12 16:14:43.097367,2025-09-12 16:18:03.391578,0 days 00:03:20.294211,balanced,0.9018937363845471,0.0078917310219379,16,68,0.28972998403218975,2311,139,0.13540508635828372,2.3040075183622473e-08,0.7947980953433409,972.8,COMPLETE
78,0.8849814150217892,2025-09-12 16:14:56.006502,2025-09-12 16:18:17.207513,0 days 00:03:21.201011,balanced,0.635262150483352,0.008669648802727768,16,68,0.22649797604118102,1979,159,1.155344672980739,1.0103090094762168e-08,0.8543961563106834,1096.6,COMPLETE
79,0.8658837477569854,2025-09-12 16:15:08.197282,2025-09-12 16:16:10.394128,0 days 00:01:02.196846,balanced,0.9310017984683725,0.008000162797969593,16,66,0.5570269020259286,2287,157,1.2332291943640359,1.32690215431037e-08,0.8517357721407524,,PRUNED
80,0.8830972827480134,2025-09-12 16:16:10.994335,2025-09-12 16:18:18.212555,0 days 00:02:07.218220,balanced,0.9075878160079439,0.013606195411487996,16,71,0.22629084092459525,2061,143,0.07983946668301611,1.9109745144414388e-08,0.8104057638358022,573.2,COMPLETE
81,0.8834978210715201,2025-09-12 16:16:19.996969,2025-09-12 16:18:30.404927,0 days 00:02:10.407958,balanced,0.6775373140785877,0.013501206787356026,16,70,0.2904795318350193,2035,169,0.07328309252651116,1.7866464286501604e-08,0.8234152159443137,597.4,COMPLETE
82,0.8473948987439117,2025-09-12 16:18:04.098600,2025-09-12 16:18:22.102154,0 days 00:00:18.003554,balanced,0.9622606329733165,0.013466407193860771,16,45,0.2538519334141627,1945,167,0.08829113238561137,2.2002047954101812e-08,0.822209902607933,,PRUNED
83,0.8833600358882338,2025-09-12 16:18:11.700699,2025-09-12 16:20:22.020829,0 days 00:02:10.320130,balanced,0.8980480847782744,0.013321512881791127,16,43,0.037823891272994264,2005,165,0.8631020250506873,2.3857206784793114e-08,0.8215061409594037,546.2,COMPLETE
84,0.846161240707511,2025-09-12 16:18:17.821572,2025-09-12 16:18:38.791614,0 days 00:00:20.970042,balanced,0.962374218579763,0.013056557811524854,16,47,0.004299768228909873,2077,167,0.5737067024244972,1.9354286398874155e-08,0.8192073351787406,,PRUNED
85,0.8820911304793644,2025-09-12 16:18:18.916153,2025-09-12 16:21:09.508301,0 days 00:02:50.592148,balanced,0.968289957840833,0.009598915833644923,16,45,0.0313598178876264,2161,164,0.7027466961095468,2.2743142748935434e-08,0.8310771086306235,724.2,COMPLETE
86,0.882254550115355,2025-09-12 16:18:22.502457,2025-09-12 16:21:01.192296,0 days 00:02:38.689839,balanced,0.6391513738775292,0.009519612138955344,16,65,0.5558518802839214,2111,178,0.5648146549473195,9.354542917673508e-08,0.7853876245649314,833.8,COMPLETE
87,0.8843597795437066,2025-09-12 16:18:31.097551,2025-09-12 16:22:19.503190,0 days 00:03:48.405639,balanced,0.8987740749647951,0.008976736404637913,16,64,0.007008759446953838,2148,161,0.7817780026873241,1.0604247873570842e-07,0.7898868453258795,930.4,COMPLETE
88,0.8644257882594206,2025-09-12 16:18:39.314452,2025-09-12 16:19:38.415958,0 days 00:00:59.101506,balanced,0.6454911710513953,0.009637007923472482,16,62,0.5548567921593563,2147,180,2.2368017779685,1.0186028907690098e-08,0.7898753657357109,,PRUNED
89,0.8819148936170214,2025-09-12 16:19:38.906666,2025-09-12 16:22:36.813680,0 days 00:02:57.907014,balanced,0.8932737826035059,0.009747277300058572,16,75,0.49651954001220777,2280,155,0.29752078285364697,8.43201289712054e-08,0.8366578743096716,828.0,COMPLETE
90,0.883433734939759,2025-09-12 16:20:22.891356,2025-09-12 16:23:36.212516,0 days 00:03:13.321160,balanced,0.8631998381375003,0.009203399222529902,16,64,0.49858772855359096,2501,152,0.2963844947948357,9.059409796570502e-08,0.8452250861965841,828.0,COMPLETE
91,0.8824436042040503,2025-09-12 16:21:02.093520,2025-09-12 16:23:42.891692,0 days 00:02:40.798172,balanced,0.8653943260877225,0.010766729556205471,16,74,0.4791269517271398,1744,153,0.28013921997748303,7.372440599097688e-08,0.8323788754452699,773.6,COMPLETE
92,0.883545885670341,2025-09-12 16:21:10.506762,2025-09-12 16:23:54.807504,0 days 00:02:44.300742,balanced,0.6011334136411558,0.011129487148234108,16,77,0.4292751865060894,2497,196,0.27924152574921235,7.373855919239269e-08,0.841987837958454,817.4,COMPLETE
93,0.8457927454498847,2025-09-12 16:22:20.503355,2025-09-12 16:22:48.999291,0 days 00:00:28.495936,balanced,0.8641167530577809,0.011184169990432606,16,74,0.5461222256631328,1795,189,3.5181387920389944,4.2770229344556533e-07,0.845457900516406,,PRUNED
94,0.8464175852345552,2025-09-12 16:22:37.599067,2025-09-12 16:23:04.416592,0 days 00:00:26.817525,balanced,0.8658029627887549,0.01126287526030228,16,101,0.4250922014557661,1819,152,5.154877985775907,3.468125802118106e-07,0.8456773332773534,,PRUNED
95,0.8852249423224814,2025-09-12 16:22:49.506432,2025-09-12 16:26:03.804175,0 days 00:03:14.297743,balanced,0.9182847397610038,0.008353488304896302,16,66,0.31623830728827806,2495,151,0.2473753663587848,4.073486032837018e-08,0.7745315452834678,970.6,COMPLETE
96,0.8854812868495259,2025-09-12 16:23:04.715756,2025-09-12 16:26:25.433096,0 days 00:03:20.717340,balanced,0.6001568390813994,0.006605780349230548,16,61,0.11693157214323663,2490,140,0.2724323048418274,3.466667334128094e-08,0.7750510411599278,1189.6,COMPLETE
97,0.8837317354524481,2025-09-12 16:23:37.015151,2025-09-12 16:26:24.859285,0 days 00:02:47.844134,balanced,0.9192974088124334,0.008003421587922652,16,68,0.2912433334934413,2591,140,0.2818589218336357,3.679223551656307e-08,0.7745225133510366,1014.4,COMPLETE
98,0.8666047167392977,2025-09-12 16:23:43.499815,2025-09-12 16:25:30.802945,0 days 00:01:47.303130,balanced,0.9199274076741576,0.006605139400522492,16,81,0.32090945843732077,2596,142,1.6375244720728779,3.795984120971924e-08,0.8590358452883217,,PRUNED
