number,value,datetime_start,datetime_complete,duration,params_class_weight,params_colsample_bytree,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_mean_best_iteration,state
79,0.8813955754799726,2025-09-10 12:00:32.479203,2025-09-10 12:01:09.394626,0 days 00:00:36.915423,,0.6640268837991877,0.009239329351321405,12,44,0.953805412828617,1290,110,7.92063804052981e-08,0.00048502970535439674,0.7390488097892381,,PRUNED
80,0.8695538912406382,2025-09-10 12:01:04.203715,2025-09-10 12:01:19.989103,0 days 00:00:15.785388,,0.6695615794927341,0.01562756177284274,4,51,0.9478297168713354,1287,108,1.0445472660244076e-08,0.0004364216606554513,0.6860978993389967,,PRUNED
81,0.8448225333767503,2025-09-10 12:01:09.883122,2025-09-10 12:01:19.179861,0 days 00:00:09.296739,,0.6511333219988737,0.015962701702078665,4,64,4.979476254666226,1479,126,3.3523008018771483e-07,0.00033754277248701525,0.6849465100169407,,PRUNED
82,0.8825975376019232,2025-09-10 12:01:19.776986,2025-09-10 12:01:37.796113,0 days 00:00:18.019127,,0.674924030144958,0.03735876258671033,12,51,0.5362794652555185,1190,102,1.001864553310423e-08,0.002318411600336102,0.8105216918132134,,PRUNED
83,0.8829711204236104,2025-09-10 12:01:20.492703,2025-09-10 12:01:39.788176,0 days 00:00:19.295473,,0.6936327230155688,0.03127050277382393,12,41,0.5412475170712392,1162,47,1.0136353737779642e-07,0.0018349561728138197,0.7912672132785751,,PRUNED
84,0.8750785052832459,2025-09-10 12:01:38.396060,2025-09-10 12:02:12.876077,0 days 00:00:34.480017,,0.6295948457036369,0.05105214747781833,12,44,0.4244844806970779,1682,120,1.1508675915880369e-07,8.361426237954267e-05,0.7914961379313548,122.0,COMPLETE
85,0.8839294415748952,2025-09-10 12:01:40.089697,2025-09-10 12:01:57.278256,0 days 00:00:17.188559,,0.6255489746625351,0.04971313720813417,10,34,0.006633944863272234,1656,57,1.8208517227084941e-06,2.7039121890023323e-05,0.7655138454535074,,PRUNED
86,0.8749168660407729,2025-09-10 12:01:44.283033,2025-09-10 12:02:35.586094,0 days 00:00:51.303061,,0.7279849731624357,0.028093081827825928,10,33,0.4298972209552775,631,120,1.4972156199263742e-06,2.267701484481656e-05,0.7285151417398839,207.4,COMPLETE
87,0.8830036058863657,2025-09-10 12:01:46.384517,2025-09-10 12:02:08.176963,0 days 00:00:21.792446,,0.6606645301506149,0.0287534607013446,12,49,0.7371632665587228,1266,121,3.7858980721247233e-07,9.644518709738484e-05,0.7248556904162035,,PRUNED
88,0.8714588082057962,2025-09-10 12:01:49.375944,2025-09-10 12:02:08.580789,0 days 00:00:19.204845,,0.6353776865581988,0.02842470970903056,12,64,0.8034487798348275,1675,121,2.1302236907908765e-06,0.00942686094035762,0.7252978109123217,,PRUNED
89,0.8705958971019213,2025-09-10 12:01:57.795018,2025-09-10 12:02:17.490532,0 days 00:00:19.695514,,0.6940475614097306,0.010849851717540104,12,65,0.7468132819828117,1498,98,3.550725395317617e-07,0.0069426860407590055,0.7268990329170684,,PRUNED
90,0.8643601432758059,2025-09-10 12:02:08.482696,2025-09-10 12:02:31.295561,0 days 00:00:22.812865,,0.7240593869397556,0.013966244330278042,12,184,0.44544417142312936,1472,167,3.9229771904731665e-08,0.00021220358612907675,0.7471888995172253,,PRUNED
91,0.8995711918916285,2025-09-10 12:02:08.894356,2025-09-10 12:03:17.087309,0 days 00:01:08.192953,,0.6907628270493329,0.02078480509601478,12,91,0.430471539416862,1497,147,4.2435631243465316e-08,0.00018163364428062316,0.7483536639880585,,PRUNED
92,0.8833122177825423,2025-09-10 12:02:13.594756,2025-09-10 12:02:59.397512,0 days 00:00:45.802756,,0.6919845738835823,0.01100729174001823,12,55,0.4585583944202793,1493,97,1.541879838874532e-08,0.00021212069203927167,0.7773756652447149,,PRUNED
93,0.8546564636926083,2025-09-10 12:02:18.093812,2025-09-10 12:02:32.399262,0 days 00:00:14.305450,,0.7288838365355874,0.014073976102409824,12,179,2.4541974099714268,830,144,3.5756804976999205e-08,0.02890045000279938,0.7507593510829652,,PRUNED
94,0.8759437832455681,2025-09-10 12:02:31.975577,2025-09-10 12:03:51.394700,0 days 00:01:19.419123,,0.6510438232528207,0.017699152402881134,12,27,0.1717209852466281,1330,93,2.0252934792140165e-08,0.028507870138561382,0.7770363189207726,296.8,COMPLETE
95,0.8843030243965826,2025-09-10 12:02:32.978315,2025-09-10 12:03:04.599593,0 days 00:00:31.621278,,0.7096549369632138,0.021615898193924222,10,34,0.15910166782375948,584,87,1.6940616053193496e-08,2.642311488703345e-05,0.7723008726309878,,PRUNED
96,0.876635608088988,2025-09-10 12:02:36.181203,2025-09-10 12:03:48.586447,0 days 00:01:12.405244,,0.6798798693616277,0.022172201551978566,6,27,0.16598154073532412,1349,86,1.6830020517488376e-08,0.00021380842351385434,0.7741923610128233,353.2,COMPLETE
97,0.8718658417453599,2025-09-10 12:02:59.875013,2025-09-10 12:03:15.197294,0 days 00:00:15.322281,,0.6494229392922817,0.021158220931138817,10,28,0.154304774963785,1345,85,6.315354759192179e-08,3.7995918745320664e-05,0.8267809933933,,PRUNED
98,0.8764064107199362,2025-09-10 12:03:05.085078,2025-09-10 12:04:07.511251,0 days 00:01:02.426173,,0.6434548952986814,0.017804276909872217,6,27,0.04517045910642303,1355,131,5.711183504046204e-08,0.00010193976323665931,0.7118833957225433,467.4,COMPLETE
99,0.8752043410183191,2025-09-10 12:03:16.079014,2025-09-10 12:04:06.800848,0 days 00:00:50.721834,,0.6750461524203107,0.017334689364277865,6,37,0.02484439594480478,1111,130,6.635469022351879e-08,1.1615129613659066e-05,0.8049541787284664,481.6,COMPLETE
